speedX,speedY,speedZ,angle,trackPos,rpm,gear,steer_input,accel_input,brake_input
50.5586,-0.000467913,0.0779001,0.0165641,0.521482,2804.48,2,-1.0,1.0,0.0
50.5436,-4.29287e-05,-0.0520411,0.0212361,0.520703,2816.04,2,-1.0,1.0,0.0
50.5276,0.00112635,-0.0223576,0.0259063,0.519734,2827.55,2,0.0,1.0,0.0
50.5105,-0.000437619,0.0923016,0.030574,0.518572,2701.26,1,0.0,1.0,0.0
50.5279,-0.00111928,-0.0349072,0.035226,0.517218,3791.03,1,0.0,1.0,0.0
50.471,-0.539605,-0.0177198,0.0417692,0.515467,3795.0,1,0.0,1.0,0.0
50.2716,-1.41567,0.100968,0.0545008,0.512693,3798.94,1,0.0,1.0,0.0
50.0259,-1.92512,0.0449039,0.0727197,0.50876,3802.83,1,0.0,1.0,0.0
49.7949,-2.34814,0.0669892,0.0939976,0.503637,3806.68,1,0.0,1.0,0.0
49.7764,-2.12292,-0.0647155,0.115901,0.497537,3810.49,1,0.0,1.0,0.0
49.7972,-1.07289,-0.104679,0.132098,0.491254,3611.96,1,0.0,1.0,0.0
49.853,-0.372689,0.127989,0.137627,0.485087,6039.61,1,0.0,1.0,0.0
49.8386,-0.159993,0.0858231,0.138443,0.479308,6011.72,1,0.0,1.0,0.0
49.825,-0.0810345,-0.0753123,0.138723,0.473607,5984.3,1,0.0,1.0,0.0
49.8093,-0.0353321,-0.0369172,0.13881,0.467949,5957.35,1,0.0,1.0,0.0
49.7924,-0.0155265,0.0978583,0.138825,0.462316,5930.86,1,1.0,1.0,0.0
49.777,-0.00714653,0.0630052,0.138829,0.456694,5904.81,1,1.0,1.0,0.0
49.7628,-0.00324271,-0.0118894,0.138832,0.451078,5669.4,1,1.0,1.0,0.0
50.2226,0.00759605,-0.139674,0.138923,0.445446,8060.75,2,1.0,1.0,0.0
51.2234,-0.0833221,0.0349307,0.137933,0.439711,8619.54,3,1.0,1.0,0.0
52.4423,-0.113803,0.114502,0.137443,0.433821,8573.23,3,1.0,1.0,0.0
53.3431,0.144546,-0.114091,0.137118,0.42791,9304.14,4,0.0,1.0,0.0
54.2985,0.663932,-0.00187287,0.131624,0.422342,9169.08,4,0.0,1.0,0.0
55.3748,0.781071,0.115659,0.119967,0.417338,8778.64,4,0.0,1.0,0.0
55.9571,0.728975,0.00487568,0.106566,0.412731,5403.8,4,0.0,1.0,0.0
55.7186,1.24262,-0.0167755,0.094405,0.408926,5386.27,4,0.0,1.0,0.0
55.4034,1.76386,0.0207173,0.0788014,0.40623,5369.01,4,0.0,1.0,0.0
55.2102,2.00184,-0.0263228,0.0613464,0.404579,5352.02,4,0.0,1.0,0.0
55.1548,1.83631,-0.0342137,0.0427986,0.403847,5335.29,4,0.0,1.0,0.0
55.1601,0.742605,-0.0217602,0.029584,0.403218,5318.82,4,0.0,1.0,0.0
55.1426,0.198557,-0.00898386,0.0242829,0.402348,3990.83,4,0.0,1.0,0.0
55.1496,0.0126794,-0.0427437,0.0227417,0.401353,2389.3,3,0.0,1.0,0.0
55.1344,-0.0158662,-0.0409139,0.0222555,0.400337,2402.29,3,0.0,1.0,0.0
55.1159,-0.0124586,0.0575485,0.022122,0.399329,2415.25,3,0.0,1.0,0.0
55.099,-0.00999738,0.00737073,0.0220851,0.398327,2428.19,3,0.0,1.0,0.0
55.0821,-0.00638705,-0.0348641,0.022074,0.39733,2441.09,3,0.0,1.0,0.0
55.0639,-0.00181894,0.0546651,0.0220716,0.396336,2453.96,3,0.0,1.0,0.0
55.0468,-0.00235494,0.0213719,0.0220709,0.395346,2312.61,2,0.0,1.0,0.0
55.0529,-0.00213363,-0.0272514,0.0220549,0.394353,3010.49,2,0.0,1.0,0.0
55.0354,-0.00183304,0.00244531,0.0220516,0.393363,3020.97,2,0.0,1.0,0.0
55.0181,-0.00134295,-0.0123662,0.0220499,0.392373,3031.39,2,0.0,1.0,0.0
55.0013,5.58086e-05,-0.0589761,0.0220499,0.391385,3041.75,2,0.0,1.0,0.0
54.9837,-0.000544356,0.00202724,0.0220499,0.390397,3052.04,2,0.0,1.0,0.0
54.9662,-0.00048326,-0.0126332,0.0220495,0.38941,3062.27,2,0.0,1.0,0.0
54.9494,0.000478561,-0.0549092,0.0220497,0.388422,2938.13,1,0.0,1.0,0.0
54.9707,-0.00143818,0.0314154,0.022032,0.387435,4120.49,1,0.0,1.0,0.0
54.9528,-0.00153351,0.00133747,0.0220195,0.386447,4120.85,1,0.0,1.0,0.0
54.9359,-0.000288762,-0.0386096,0.0220162,0.385461,4121.21,1,0.0,1.0,0.0
54.9181,-0.000810986,0.0497205,0.0220152,0.384476,4121.56,1,0.0,1.0,0.0
54.9008,-0.000470889,0.00808042,0.0220144,0.383491,4121.91,1,0.0,1.0,0.0
54.8842,0.000312133,-0.0471404,0.0220145,0.382507,4122.25,1,0.0,1.0,0.0
54.8667,-0.000443628,0.0603923,0.0220144,0.381522,3977.95,1,0.0,1.0,0.0
54.9288,-0.00555375,0.0103516,0.0219175,0.380536,6639.08,1,0.0,1.0,0.0
54.9044,-0.00268065,0.128301,0.0219268,0.379553,6600.95,1,0.0,1.0,0.0
54.887,-0.00243707,-0.0474268,0.0219295,0.378571,6563.48,1,0.0,1.0,0.0
54.8676,-0.000366915,-0.0877653,0.0219316,0.377589,6526.64,1,0.0,1.0,0.0
54.843,-0.000310008,0.149661,0.0219322,0.376609,6490.43,1,0.0,1.0,0.0
54.8261,-0.00089067,-0.053408,0.0219323,0.375629,6454.83,1,0.0,1.0,0.0
54.8065,0.000208996,-0.0897381,0.0219327,0.37465,6236.82,1,0.0,1.0,0.0
55.546,0.0190934,0.157426,0.022197,0.373667,7661.58,2,0.0,1.0,0.0
56.4523,0.0474913,-0.042872,0.0226437,0.372673,8680.63,3,0.0,1.0,0.0
57.4727,0.057673,0.00694172,0.0229038,0.371658,9018.88,4,0.0,1.0,0.0
58.3063,0.0319928,0.0394842,0.0226842,0.37062,9303.98,5,0.0,1.0,0.0
59.4521,-0.00418891,-0.073745,0.0222216,0.36955,9077.88,5,0.0,1.0,0.0
60.5384,0.0203267,0.0463581,0.0225043,0.368462,9120.91,6,0.0,1.0,0.0
61.1554,0.00717188,0.0092672,0.022363,0.367359,5675.82,6,0.0,1.0,0.0
61.1199,0.00449263,-0.0768223,0.0223796,0.36625,5653.98,6,0.0,1.0,0.0
61.0887,0.00222822,0.0721637,0.0223803,0.365138,5632.49,6,0.0,1.0,0.0
61.0641,0.00196317,-0.0756572,0.022382,0.364027,5611.34,6,0.0,1.0,0.0
61.0373,0.000653775,-0.0326012,0.0223812,0.362913,5590.54,6,0.0,1.0,0.0
61.009,0.000589552,0.0430487,0.0223811,0.3618,5570.07,6,0.0,1.0,0.0
60.9844,0.000477899,-0.0971689,0.0223814,0.360689,4411.89,6,0.0,1.0,0.0
60.9749,0.000488655,0.0322318,0.0223926,0.359577,1835.5,5,0.0,1.0,0.0
60.9476,0.00127993,-0.000585274,0.0223981,0.358466,1849.97,5,0.0,1.0,0.0
60.9222,0.000389899,-0.0649875,0.0223999,0.357355,1864.38,5,0.0,1.0,0.0
60.8931,0.000318066,0.0843056,0.0223999,0.356245,1878.73,5,0.0,1.0,0.0
60.8679,0.000594336,-0.0375361,0.0224005,0.355134,1893.02,5,0.0,1.0,0.0
60.8412,-0.000297194,-0.0210019,0.0224002,0.354024,1907.26,5,0.0,1.0,0.0
60.8127,0.000452895,0.067592,0.0224002,0.352913,1788.02,4,0.0,1.0,0.0
60.8001,0.000768951,-0.0428191,0.0224156,0.351802,2122.66,4,0.0,1.0,0.0
60.773,0.0001594,0.0243088,0.0224158,0.350692,2136.04,4,0.0,1.0,0.0
60.7461,0.00091365,0.00714107,0.0224167,0.349583,2149.41,4,0.0,1.0,0.0
60.7202,-0.00022695,-0.051624,0.022417,0.348475,2162.76,4,0.0,1.0,0.0
60.6923,0.00023556,0.0360678,0.0224167,0.347367,2176.11,4,0.0,1.0,0.0
60.6664,0.000539029,-0.0346193,0.0224178,0.346259,2189.44,4,0.0,1.0,0.0
60.6399,-0.000546321,-0.0394665,0.0224173,0.345151,2083.89,3,0.0,1.0,0.0
60.6275,0.0011852,0.0425964,0.0224273,0.344044,2591.86,3,0.0,1.0,0.0
